Code postal;Numéro arrondissement;Geometry;geo_point_2d
75001;1.0;"{""coordinates"": [[[2.328007329038849, 48.86991742140716], [2.329965588686571, 48.86851416917428], [2.330306795320875, 48.86835619167467], [2.33065673396009, 48.86819218066116], [2.33172562934836, 48.86795490259038], [2.33172601351949, 48.86795481659967], [2.333675321300196, 48.867516125009374], [2.335869054057415, 48.866996626507536], [2.335869691238242, 48.866996475356], [2.337371969067098, 48.86664907439457], [2.341083555178272, 48.86577201721946], [2.341178272058699, 48.86574963323162], [2.341204510696185, 48.865743681005995], [2.34126849090564, 48.86572828653818], [2.341271025930368, 48.86572767724483], [2.345101655171463, 48.864809197959836], [2.346675453051013, 48.864431064833674], [2.346676032763326, 48.864430925901665], [2.350949105218923, 48.86340592861751], [2.350947639855089, 48.86340330447355], [2.350214645870493, 48.86209499953653], [2.350156041756734, 48.86199119077518], [2.349453965870561, 48.86073275865063], [2.349365804814234, 48.86057567137732], [2.348219841266261, 48.85851642100083], [2.348207776608189, 48.85849492107983], [2.347564869260335, 48.85734922803345], [2.347518652090754, 48.857312182687856], [2.347518330850392, 48.85731204063748], [2.347299087105536, 48.8572151711116], [2.34718446078716, 48.85716401758341], [2.347183625225387, 48.85716347970983], [2.347052660141342, 48.85707904635738], [2.346986271958065, 48.85700927215511], [2.346802642125027, 48.85670784606455], [2.346104388518792, 48.85558678354528], [2.345975718729278, 48.85541755604623], [2.345975188245891, 48.85541682107364], [2.34590142383268, 48.85531423431254], [2.345869531278863, 48.85527727284412], [2.344593389839741, 48.85404991396262], [2.344592677496354, 48.85404922924987], [2.342857446643514, 48.854862646827556], [2.342804576656162, 48.8548966452108], [2.342682482361055, 48.854982531040314], [2.341937940285343, 48.85562562766582], [2.340855391485059, 48.85656290679507], [2.340477776688282, 48.856772079483896], [2.34038175846603, 48.85682499063986], [2.340365619072079, 48.85683388440181], [2.337546764444435, 48.85838861106824], [2.336609222670765, 48.858582860104384], [2.332910100578299, 48.85934960615888], [2.329908983447546, 48.86013158099519], [2.329904495269684, 48.86013325563593], [2.329856100299037, 48.86015037087975], [2.329815344893258, 48.86016485062229], [2.329523658986177, 48.86026806571577], [2.328327173989778, 48.860731178585795], [2.328311532595535, 48.86073713622665], [2.327067639951823, 48.86114585015794], [2.326102290322419, 48.861478060902286], [2.325279730372084, 48.861717449370154], [2.325237201197246, 48.86172976720177], [2.325230788055715, 48.86173175907539], [2.324735595380242, 48.8618856488404], [2.320941363405975, 48.8630455227806], [2.320902853673183, 48.863057390616895], [2.321289845022016, 48.8635535064396], [2.321328201866081, 48.863602679093994], [2.321403562868817, 48.86369929803345], [2.321409812041743, 48.86370730798893], [2.321573384657446, 48.86391701544888], [2.322458784782099, 48.865052101998124], [2.322540194156947, 48.8651616185728], [2.323326562112992, 48.866176576617654], [2.323445157557062, 48.866329640368654], [2.32357091787077, 48.86649305187429], [2.323573439675368, 48.86649662933514], [2.323534050081446, 48.86650986362254], [2.324585385652734, 48.86793289759232], [2.324586588057721, 48.86793457715856], [2.324673957331719, 48.86805646908108], [2.325031165605556, 48.868585051890854], [2.325319585650482, 48.869011837426584], [2.325159177504882, 48.86944886574229], [2.325214940356579, 48.86945815737195], [2.325255478428898, 48.8694649061436], [2.32546659333157, 48.86950006787089], [2.325506885200401, 48.86950677919555], [2.325687063568162, 48.86953678832842], [2.325836254471964, 48.86956219698903], [2.325841284784872, 48.869563052717645], [2.32799095019138, 48.86992896784401], [2.32800689975765, 48.86991772657224], [2.328007329038849, 48.86991742140716]]], ""type"": ""Polygon""}";48.8625627018, 2.33644336205
75012;12.0;;
75003;3.0;"{""coordinates"": [[[2.363828096062925, 48.86750443060333], [2.363889283103472, 48.86746799613759], [2.363895272057997, 48.86746439462841], [2.36390615161445, 48.86745794031929], [2.3639604108556, 48.86742562395425], [2.364050888403437, 48.86737182228858], [2.364136202212002, 48.86732090069028], [2.364196150694383, 48.86728527518643], [2.364231046057404, 48.867264504998545], [2.364248889209932, 48.8672538841255], [2.364262374754115, 48.867231487510104], [2.364317526957068, 48.8671399217101], [2.364378833526726, 48.86703799037503], [2.364437745426764, 48.86694013469137], [2.36445371308141, 48.86691372487684], [2.364489529577707, 48.86685418348327], [2.364499215217103, 48.86683808273435], [2.364499503250018, 48.86683760311589], [2.364517178379751, 48.866808221039065], [2.364544549216028, 48.86676280301149], [2.364674522150413, 48.86654659693744], [2.364735520441731, 48.86644512599779], [2.364751225284849, 48.866419003427225], [2.365405891553086, 48.865329956101675], [2.36579983886103, 48.8646722169341], [2.365835492959615, 48.86461277310069], [2.365835931242598, 48.8646120424582], [2.36670305103525, 48.86316992059441], [2.366717752493784, 48.8631391616644], [2.366735181191001, 48.863100129702765], [2.366751514017704, 48.8630601934936], [2.366765386678585, 48.86301900316817], [2.36690109293189, 48.86245701276737], [2.367101341265477, 48.86162755795482], [2.367265176116383, 48.86094919413815], [2.367465690980601, 48.860099860793426], [2.367619700062679, 48.85945764420397], [2.368068570468517, 48.857586669599335], [2.368227316713131, 48.85692403815294], [2.368227737367889, 48.856922280347035], [2.368479721902639, 48.85583080956414], [2.368512371393433, 48.85573412813671], [2.364450234914046, 48.856409028484], [2.364304435684525, 48.85645519560448], [2.362831467145263, 48.85690401549028], [2.361751317180405, 48.8572513762784], [2.360695193360699, 48.857691530018464], [2.359371873938854, 48.858323455910146], [2.359317521134786, 48.85835638148137], [2.35880795160968, 48.85869587068338], [2.358354799401486, 48.859021847967774], [2.3569033306054, 48.860065821054995], [2.356862314903142, 48.86008003786547], [2.353472846175798, 48.86121763195601], [2.353340789425888, 48.86127277511488], [2.351652480206598, 48.86165053324886], [2.350156041756734, 48.86199119077518], [2.350214645870493, 48.86209499953653], [2.350947639855089, 48.86340330447355], [2.350949105218923, 48.86340592861751], [2.351518483670822, 48.8644258050741], [2.351974400952567, 48.865239674871255], [2.352530424441133, 48.86623248929979], [2.352975454399392, 48.86703206009141], [2.354260580416611, 48.86933005072561], [2.355851251424401, 48.8689649520664], [2.356122237429608, 48.86890277368019], [2.356376304637886, 48.868852637609784], [2.357276611233495, 48.8687118335507], [2.359012067001677, 48.86845538670618], [2.359661291615677, 48.868361640343835], [2.362346353900449, 48.86797347883055], [2.362609137875383, 48.86793726270754], [2.362835821366176, 48.867904657146255], [2.362950441105718, 48.86788818068916], [2.363097114419805, 48.86786700925894], [2.363191020358598, 48.86785349809154], [2.363264895211806, 48.867842872396096], [2.363341067763255, 48.86779437773357], [2.363420512806496, 48.86774714781239], [2.363586764002008, 48.86764809983902], [2.363695780881004, 48.86758323620126], [2.363748973379518, 48.86755155729217], [2.363750154346528, 48.86755085309052], [2.363760919975683, 48.86754446563982], [2.363766908947874, 48.86754086413737], [2.363828096062925, 48.86750443060333]]], ""type"": ""Polygon""}";48.86287238, 2.3600009859
75006;6.0;"{""coordinates"": [[[2.344592677496354, 48.85404922924987], [2.344283566651625, 48.85374961747232], [2.343827591571448, 48.85276907953127], [2.343168550439539, 48.85138855000365], [2.342677870551298, 48.850357652304076], [2.342651569583265, 48.850306839825016], [2.341472290113074, 48.84836932078944], [2.340924734074002, 48.84748383102833], [2.340838057046031, 48.847345079657366], [2.340837671027315, 48.84734435534473], [2.340499140630554, 48.846712270375306], [2.340255623169879, 48.84628026718781], [2.340255207554964, 48.8462795139297], [2.338973933019705, 48.84395648699699], [2.338176172567531, 48.84250022062668], [2.33776524825768, 48.841747170774234], [2.337764785886199, 48.84174634979288], [2.337303512384953, 48.840925956072546], [2.337270047293897, 48.84088117744949], [2.337235317786427, 48.84084529642554], [2.337193039536627, 48.84081041323088], [2.337156799999675, 48.84078549607204], [2.337116030531378, 48.840759582484694], [2.337067712035922, 48.840738652701475], [2.337014864679776, 48.840720713370324], [2.336958995945483, 48.84070775684124], [2.336935621331574, 48.84070491389417], [2.336901617794823, 48.84070077989398], [2.336842730197114, 48.84069978342571], [2.336789474189691, 48.84070272499459], [2.336780834611949, 48.840552486649806], [2.336769332568559, 48.8403524498223], [2.336756578909176, 48.84013064316127], [2.336728982141496, 48.83965349513613], [2.333806501627019, 48.840609219799795], [2.331077307686575, 48.84151188847566], [2.330450711603929, 48.84171909443279], [2.329824111672536, 48.84192620893796], [2.3271122641628, 48.84282278544693], [2.32638061829454, 48.843060658091105], [2.32471189002934, 48.84361526577511], [2.323890891777365, 48.843889425220105], [2.323129381427535, 48.84414053394155], [2.321325396724957, 48.8447352715338], [2.320203391612104, 48.845113445692995], [2.319153027267032, 48.84550645000828], [2.316571525922003, 48.84682460831802], [2.318043161953749, 48.847338123691166], [2.319079057823354, 48.84773439185731], [2.319355218615321, 48.8478450423334], [2.32008367508204, 48.8481801294956], [2.320177634658829, 48.84823128935817], [2.320541155736984, 48.84841994209822], [2.322133510014468, 48.84924973357273], [2.322898103749189, 48.84963489967507], [2.323286534974194, 48.84982576851045], [2.324139714658669, 48.85023026446265], [2.325273597561204, 48.85069666188126], [2.326638734244415, 48.85126152914954], [2.326865727988169, 48.851408400755986], [2.327193140060224, 48.85162533447336], [2.3284185653936, 48.85182479473357], [2.329309916041171, 48.85261396800675], [2.329378444140045, 48.852735462156524], [2.330432690483256, 48.85441707908065], [2.330457888762933, 48.85446024342495], [2.330700542924902, 48.85496376287147], [2.330841142533798, 48.85519874921245], [2.331145683633401, 48.855623310218895], [2.331672866804062, 48.856314246964295], [2.332750055836757, 48.85763064497636], [2.333242974138866, 48.85823628381196], [2.333248549636101, 48.85824313466106], [2.333265988697765, 48.8582645608496], [2.332445797611004, 48.8585085069548], [2.332910100578299, 48.85934960615888], [2.336609222670765, 48.858582860104384], [2.337546764444435, 48.85838861106824], [2.340365619072079, 48.85683388440181], [2.34038175846603, 48.85682499063986], [2.340477776688282, 48.856772079483896], [2.340855391485059, 48.85656290679507], [2.341937940285343, 48.85562562766582], [2.342682482361055, 48.854982531040314], [2.342804576656162, 48.8548966452108], [2.342857446643514, 48.854862646827556], [2.344592677496354, 48.85404922924987]]], ""type"": ""Polygon""}";48.8491303586, 2.33289799905
75007;7.0;"{""coordinates"": [[[2.320902853673183, 48.863057390616895], [2.320941363405975, 48.8630455227806], [2.324735595380242, 48.8618856488404], [2.325230788055715, 48.86173175907539], [2.325237201197246, 48.86172976720177], [2.325279730372084, 48.861717449370154], [2.326102290322419, 48.861478060902286], [2.327067639951823, 48.86114585015794], [2.328311532595535, 48.86073713622665], [2.328327173989778, 48.860731178585795], [2.329523658986177, 48.86026806571577], [2.329815344893258, 48.86016485062229], [2.329856100299037, 48.86015037087975], [2.329904495269684, 48.86013325563593], [2.329908983447546, 48.86013158099519], [2.332910100578299, 48.85934960615888], [2.332445797611004, 48.8585085069548], [2.333265988697765, 48.8582645608496], [2.333248549636101, 48.85824313466106], [2.333242974138866, 48.85823628381196], [2.332750055836757, 48.85763064497636], [2.331672866804062, 48.856314246964295], [2.331145683633401, 48.855623310218895], [2.330841142533798, 48.85519874921245], [2.330700542924902, 48.85496376287147], [2.330457888762933, 48.85446024342495], [2.330432690483256, 48.85441707908065], [2.329378444140045, 48.852735462156524], [2.329309916041171, 48.85261396800675], [2.3284185653936, 48.85182479473357], [2.327193140060224, 48.85162533447336], [2.326865727988169, 48.851408400755986], [2.326638734244415, 48.85126152914954], [2.325273597561204, 48.85069666188126], [2.324139714658669, 48.85023026446265], [2.323286534974194, 48.84982576851045], [2.322898103749189, 48.84963489967507], [2.322133510014468, 48.84924973357273], [2.320541155736984, 48.84841994209822], [2.320177634658829, 48.84823128935817], [2.32008367508204, 48.8481801294956], [2.319355218615321, 48.8478450423334], [2.319079057823354, 48.84773439185731], [2.318043161953749, 48.847338123691166], [2.316571525922003, 48.84682460831802], [2.316097509191232, 48.84666304155859], [2.313729873598172, 48.84593328656336], [2.313641280957853, 48.845990046203234], [2.312091028580114, 48.846983212758936], [2.311767709159531, 48.84719033639172], [2.311625847644086, 48.847281216555366], [2.311486631207579, 48.847368855176626], [2.311260835819493, 48.847510996658556], [2.311155377296785, 48.84757938949668], [2.310525952151246, 48.84798758363206], [2.310378251508753, 48.84795218786006], [2.308219888290114, 48.847434925901986], [2.30804195917233, 48.84739225374763], [2.307339709005096, 48.847139376795404], [2.306149310004038, 48.84789994583024], [2.303746047913422, 48.84943929154836], [2.300964661201576, 48.85123012651538], [2.300883913456113, 48.851176131084145], [2.299322310264648, 48.852174427333274], [2.297923418787436, 48.853068650104696], [2.297388894455644, 48.85341164261926], [2.295929526344629, 48.85434804668676], [2.295868050746559, 48.854387490546586], [2.29574570829236, 48.85446598873217], [2.293079176013769, 48.85617407768941], [2.292935322260579, 48.85626502245174], [2.290780998017134, 48.85763978855226], [2.29070227350634, 48.85769001146594], [2.290621248453761, 48.85774171362002], [2.290611522324999, 48.85774791817999], [2.290601723337746, 48.85775416817441], [2.290591924335898, 48.857760419067276], [2.290582125356189, 48.857766668160714], [2.290572326349741, 48.85777291905187], [2.290562527353085, 48.85777916904292], [2.290552728354078, 48.857785419033156], [2.290549110963099, 48.857787726020156], [2.290542932054, 48.857791670837265], [2.290533137114455, 48.8577979226486], [2.290523340797328, 48.8578041753503], [2.290513543127311, 48.857810427143825], [2.290503749531353, 48.85781667986005], [2.290493953219519, 48.85782293165997], [2.290484158268119, 48.85782918346714], [2.290474361951584, 48.857835435265365], [2.290464565608205, 48.857841688861356], [2.290454769274722, 48.85784794155719], [2.290444974313919, 48.85785419336102], [2.290435177987979, 48.8578604451559], [2.29042538165969, 48.85786669694998], [2.290415586679587, 48.85787294965055], [2.290411987116157, 48.85787524774541], [2.290405790358843, 48.85787920054366], [2.290395995361893, 48.85788545414185], [2.290386199024097, 48.857891705932566], [2.290376402684053, 48.85789795772246], [2.290366607692297, 48.85790421041883], [2.290356811347552, 48.85791046220704], [2.290347016363241, 48.85791671400249], [2.290340730189204, 48.857920726523844], [2.290337220001545, 48.85792296668829], [2.290327420911721, 48.85792921935711], [2.289839040379379, 48.858240852910015], [2.291251449328896, 48.85935283814257], [2.291558697794395, 48.85961018034319], [2.291559637128033, 48.85961096654392], [2.291778091813364, 48.859781458773185], [2.291954451320872, 48.85990948851705], [2.292681256210368, 48.86043711353505], [2.293613042382569, 48.8611206542698], [2.293916786125047, 48.8613295552173], [2.29419576276334, 48.861521138827825], [2.29432082507884, 48.86158971183439], [2.294660601380633, 48.861761595439255], [2.295089767941716, 48.861962289236715], [2.295425342945929, 48.86210764732262], [2.295557229801291, 48.862169115607394], [2.295886813903742, 48.86231437413768], [2.296014614111395, 48.86236846385564], [2.296152268759841, 48.86242202051613], [2.296224578576981, 48.862451344645066], [2.296365882978674, 48.862505281357706], [2.296383264465269, 48.86251128689651], [2.296521218371363, 48.86256009990083], [2.296570586048064, 48.86257611794765], [2.296624366059855, 48.86259476373113], [2.296747985580188, 48.86263391951963], [2.29678339140354, 48.862645175205806], [2.296843205727061, 48.86266525483823], [2.297054412601712, 48.86273483822627], [2.297242596094284, 48.86279268440504], [2.297430508756709, 48.862850529591846], [2.297435580037067, 48.86285190479282], [2.297543203597627, 48.862882754759625], [2.297921354423242, 48.86298370095845], [2.298573842319958, 48.8631331094409], [2.298670053670455, 48.86315607073508], [2.298949421420138, 48.86321677692943], [2.299228107948811, 48.863268892372474], [2.29923179985754, 48.86326965865298], [2.299236392802037, 48.8632703222872], [2.299782117619565, 48.86334915190465], [2.299786477938701, 48.86334978177994], [2.299788774565893, 48.86335000116842], [2.300074597688598, 48.863381076497944], [2.300478428006688, 48.86341628007419], [2.301070050573896, 48.86344881177568], [2.301117927287845, 48.863451459360725], [2.301590057912434, 48.86347435738185], [2.301727780606055, 48.86347669530921], [2.301756058885901, 48.86347717507086], [2.301920326403111, 48.86347996173324], [2.301946347899939, 48.86348040130559], [2.302030309905541, 48.86348177237047], [2.305379187923055, 48.86353840134594], [2.305380434937092, 48.863538419375885], [2.305615668883199, 48.863541968979185], [2.310264173591303, 48.863624697583866], [2.310298117752702, 48.86362533658689], [2.310386298005485, 48.86362688528127], [2.315288893801303, 48.86371144188118], [2.315289913186723, 48.86371145940487], [2.316406146479132, 48.86373061298977], [2.318472737942571, 48.863777361507424], [2.318539119607862, 48.863775570279714], [2.31860672764467, 48.863769643598054], [2.318675293964827, 48.8637578783667], [2.318741669005619, 48.863743144463726], [2.319427206867646, 48.863525262788144], [2.319516090876288, 48.86349704121495], [2.319776050279907, 48.86341460801522], [2.319865054793965, 48.863386210594776], [2.320315986887304, 48.86324292772078], [2.320316580955533, 48.863242737734666], [2.320902339026845, 48.863057553176816], [2.320902853673183, 48.863057390616895]]], ""type"": ""Polygon""}";48.8561744288, 2.31218769148
75009;9.0;"{""coordinates"": [[[2.339776543083362, 48.882029347225085], [2.33981604470311, 48.882023575505244], [2.341575431473961, 48.882367507092404], [2.341888795634041, 48.88242876126407], [2.341988741284629, 48.88244829819207], [2.343903993171748, 48.88282265597415], [2.344436687669577, 48.882930576205595], [2.344446697031166, 48.882932604143186], [2.344514753381415, 48.88294587136562], [2.346629952252191, 48.883358163908525], [2.346656128621727, 48.88336326566054], [2.346660904646249, 48.88336419734837], [2.34677524250487, 48.8833864824888], [2.346950387627314, 48.88342061872497], [2.347000796674596, 48.88342663229518], [2.347134323137054, 48.88344255916091], [2.347240744321025, 48.88345525339857], [2.348816337834741, 48.88364318120608], [2.349336904647282, 48.88370526550675], [2.349505641130354, 48.88372538847324], [2.349590125124536, 48.883487518861706], [2.349708568827115, 48.88222268077425], [2.349829487811185, 48.88108939531484], [2.349858955219317, 48.88062644990073], [2.349524398681917, 48.87968520812035], [2.349515247916175, 48.87966938500461], [2.349291761388838, 48.87904846263942], [2.349196610503572, 48.878546680359925], [2.349113866593973, 48.87747789540671], [2.349084948148026, 48.87742251003852], [2.348661300659857, 48.876634067460785], [2.348321130435113, 48.876019723679214], [2.348246506811587, 48.87579373610379], [2.347911951280467, 48.8740239108311], [2.347900473266468, 48.87200665602143], [2.347880282483183, 48.870704148509446], [2.343068934219441, 48.87148887381476], [2.34004423190851, 48.871980826423716], [2.339898092256945, 48.87195573212607], [2.339735558883667, 48.87192782312047], [2.337096350892027, 48.87147459083911], [2.337008699424837, 48.87145858186232], [2.334150445666464, 48.87097007109563], [2.332082346211126, 48.870616598401035], [2.32984034160984, 48.870231963004834], [2.328007329038849, 48.86991742140716], [2.32800689975765, 48.86991772657224], [2.32799095019138, 48.86992896784401], [2.325841284784872, 48.869563052717645], [2.325836254471964, 48.86956219698903], [2.326092293231459, 48.87056666319081], [2.326272004331595, 48.871265732444776], [2.326495591743538, 48.872135452292795], [2.326753875914007, 48.873140088212544], [2.326850367162587, 48.87327857975425], [2.326965732381474, 48.87353902168278], [2.327005715541544, 48.87362928748249], [2.3270531320019, 48.87373633176038], [2.327025591611596, 48.873842805331414], [2.327013585943592, 48.873889209406634], [2.326938106427547, 48.874181014576564], [2.326575724798938, 48.87558250070604], [2.326846879585304, 48.87562578387358], [2.326945818010715, 48.877846008743866], [2.326948270009402, 48.877904636771454], [2.326951408538567, 48.87797829926149], [2.327020863442361, 48.87962208328785], [2.327021614053649, 48.87964376867153], [2.327062207951852, 48.88081794744056], [2.327120759511438, 48.88212774003314], [2.327181266310052, 48.88348115420054], [2.32729514794786, 48.883499830216635], [2.32742928183364, 48.8835218260109], [2.327558871306552, 48.883549380979396], [2.3277348106361, 48.88358679283678], [2.327836696355674, 48.88360845690434], [2.328140483296279, 48.88370820713814], [2.328353147291763, 48.88384621291074], [2.328519283945779, 48.88395402580749], [2.329130458648276, 48.88435063225717], [2.329203794230816, 48.884398221144906], [2.329261067963225, 48.88443538759466], [2.329442839038818, 48.88455334033301], [2.329708012602757, 48.884491113002674], [2.330471164925526, 48.884312022998834], [2.330554907641324, 48.88429236963992], [2.332122369294015, 48.883924508229285], [2.332441838003433, 48.88384953021603], [2.332472587390399, 48.883839703798955], [2.332500336734302, 48.88383083552288], [2.332600608866795, 48.88379813456144], [2.332686195696091, 48.8837702287377], [2.332845294193044, 48.88372270530405], [2.334887761873332, 48.88311258106062], [2.334974266341848, 48.88308673816336], [2.336953848594745, 48.882495348164355], [2.337049739704841, 48.882466700370756], [2.337149486802727, 48.882438710575705], [2.337199093424891, 48.882424792860704], [2.337303036168592, 48.88239562555723], [2.337303909270832, 48.88239538037588], [2.337823953712109, 48.88230779313891], [2.337888137441609, 48.882298664662116], [2.338049145797961, 48.88227576766388], [2.339499348577561, 48.8820695149015], [2.339586431027582, 48.88205712945715], [2.339597712544355, 48.88205548025938], [2.33967810387627, 48.8820437314389], [2.339776543083362, 48.882029347225085]]], ""type"": ""Polygon""}";48.8771635173, 2.33745754348
75002;2.0;"{""coordinates"": [[[2.351518483670822, 48.8644258050741], [2.350949105218923, 48.86340592861751], [2.346676032763326, 48.864430925901665], [2.346675453051013, 48.864431064833674], [2.345101655171463, 48.864809197959836], [2.341271025930368, 48.86572767724483], [2.34126849090564, 48.86572828653818], [2.341204510696185, 48.865743681005995], [2.341178272058699, 48.86574963323162], [2.341083555178272, 48.86577201721946], [2.337371969067098, 48.86664907439457], [2.335869691238242, 48.866996475356], [2.335869054057415, 48.866996626507536], [2.333675321300196, 48.867516125009374], [2.33172601351949, 48.86795481659967], [2.33172562934836, 48.86795490259038], [2.33065673396009, 48.86819218066116], [2.330306795320875, 48.86835619167467], [2.329965588686571, 48.86851416917428], [2.328007329038849, 48.86991742140716], [2.32984034160984, 48.870231963004834], [2.332082346211126, 48.870616598401035], [2.334150445666464, 48.87097007109563], [2.337008699424837, 48.87145858186232], [2.337096350892027, 48.87147459083911], [2.339735558883667, 48.87192782312047], [2.339898092256945, 48.87195573212607], [2.34004423190851, 48.871980826423716], [2.343068934219441, 48.87148887381476], [2.347880282483183, 48.870704148509446], [2.350960685471092, 48.8700494890079], [2.352631015727846, 48.869694498800214], [2.354260580416611, 48.86933005072561], [2.352975454399392, 48.86703206009141], [2.352530424441133, 48.86623248929979], [2.351974400952567, 48.865239674871255], [2.351518483670822, 48.8644258050741]]], ""type"": ""Polygon""}";48.8682792225, 2.34280254689
75005;5.0;"{""coordinates"": [[[2.364433128355796, 48.84614003688701], [2.364836413709806, 48.84584371301591], [2.366029183892614, 48.84493028592922], [2.36515076812726, 48.8444324054548], [2.365095887443426, 48.84439550756652], [2.36504473107739, 48.84435635403799], [2.365032725481695, 48.84434637127702], [2.364954459873336, 48.84427190164975], [2.364945618729382, 48.84426221807595], [2.364918949269239, 48.844227596838365], [2.364896083371352, 48.84419181672511], [2.364884256202597, 48.84416988150041], [2.364861424317057, 48.844123264270046], [2.364850763166392, 48.84409588331012], [2.36484547429796, 48.84408229287991], [2.364832990438694, 48.84404704992669], [2.364788766543805, 48.843963705243986], [2.364768903123379, 48.84393694183646], [2.364697932741765, 48.843841324514614], [2.364633102424029, 48.84375398149015], [2.36456146090254, 48.84365746024471], [2.364501450562846, 48.84357659474676], [2.362109402307838, 48.840353567539715], [2.361816028213598, 48.839961280557354], [2.361609456840509, 48.839895604001015], [2.361407633468972, 48.839831438177406], [2.359150042830025, 48.83911364264899], [2.357796235375642, 48.838683241702654], [2.356952985377449, 48.838415144434144], [2.355860810901035, 48.8380666907322], [2.355350982071259, 48.83790366372323], [2.352720904840859, 48.83706260185904], [2.351869262482331, 48.836796257376555], [2.351844303854663, 48.83678874372696], [2.351818426934187, 48.836782766611336], [2.351791817719378, 48.83677837830095], [2.35176470463079, 48.83677561600792], [2.351761632175883, 48.83677541408742], [2.351662601137317, 48.836780011844], [2.348985650749764, 48.83708689797264], [2.347196745212895, 48.83729247304476], [2.347075777971602, 48.837310206661044], [2.347002757664532, 48.83732127049056], [2.34446760103017, 48.83785942467488], [2.342071226736171, 48.83836414501375], [2.33973991178908, 48.83885353201492], [2.339690927267829, 48.838865336522495], [2.336728982141496, 48.83965349513613], [2.336756578909176, 48.84013064316127], [2.336769332568559, 48.8403524498223], [2.336780834611949, 48.840552486649806], [2.336789474189691, 48.84070272499459], [2.336842730197114, 48.84069978342571], [2.336901617794823, 48.84070077989398], [2.336935621331574, 48.84070491389417], [2.336958995945483, 48.84070775684124], [2.337014864679776, 48.840720713370324], [2.337067712035922, 48.840738652701475], [2.337116030531378, 48.840759582484694], [2.337156799999675, 48.84078549607204], [2.337193039536627, 48.84081041323088], [2.337235317786427, 48.84084529642554], [2.337270047293897, 48.84088117744949], [2.337303512384953, 48.840925956072546], [2.337764785886199, 48.84174634979288], [2.33776524825768, 48.841747170774234], [2.338176172567531, 48.84250022062668], [2.338973933019705, 48.84395648699699], [2.340255207554964, 48.8462795139297], [2.340255623169879, 48.84628026718781], [2.340499140630554, 48.846712270375306], [2.340837671027315, 48.84734435534473], [2.340838057046031, 48.847345079657366], [2.340924734074002, 48.84748383102833], [2.341472290113074, 48.84836932078944], [2.342651569583265, 48.850306839825016], [2.342677870551298, 48.850357652304076], [2.343168550439539, 48.85138855000365], [2.343827591571448, 48.85276907953127], [2.344283566651625, 48.85374961747232], [2.344592677496354, 48.85404922924987], [2.344702384271666, 48.85401280281105], [2.344786048917527, 48.85398681097383], [2.346818865813062, 48.85333520547157], [2.346872279974305, 48.85331910451213], [2.34694654706386, 48.85329364714173], [2.348470201668921, 48.852612295947125], [2.349260362051209, 48.85229234433646], [2.349381781757695, 48.85224131510571], [2.349641135827662, 48.85213952141158], [2.349873624881668, 48.85205664391271], [2.349906624964282, 48.85204488067914], [2.349979516538841, 48.8520205030605], [2.3500428561823, 48.85200027080068], [2.350223159073935, 48.851947355338176], [2.351601000468771, 48.85159448621469], [2.352515571675152, 48.85139005011576], [2.353185438178182, 48.85129993882603], [2.353705957159684, 48.85122090305135], [2.355347668162334, 48.850734674367466], [2.355511568198288, 48.85068617911408], [2.355599318200036, 48.85065800907336], [2.355648511210789, 48.850642175541836], [2.357997538406968, 48.84988502279395], [2.358056534328144, 48.84986603286679], [2.35814823460726, 48.84983921409182], [2.358250003838454, 48.849803680532304], [2.358329849653086, 48.8497779420136], [2.358545112198726, 48.84970856698768], [2.35887295978381, 48.84959426681244], [2.359174815637675, 48.849479303998244], [2.359350832297959, 48.8494035504202], [2.359568953863113, 48.84930521878593], [2.359692984104018, 48.84924384592457], [2.359816485050638, 48.84918160671849], [2.360798036742315, 48.84863266039114], [2.360799077361141, 48.84863203460226], [2.361514791805424, 48.848231790453404], [2.361891702135769, 48.84799223217023], [2.362493498379017, 48.84762241031229], [2.364433128355796, 48.84614003688701]]], ""type"": ""Polygon""}";48.8444431505, 2.35071460958
